State,City,Scale_of_Operation,Monthly_Production_Tons,Machine_Utilization_Pct,Skilled_Labor_Pct,Transport_Cost_Rs_per_Ton,Quality_Rejection_Rate_Pct,Avg_Selling_Price_Rs_sqm,Net_Profit_Margin_Pct,Profitability_Class
Karnataka,Mysuru,Medium,3407.15,63.25,67.99,1253.77,10.11,2215.96,17.179,High
Tamil Nadu,Chennai,Small,1734.56,98.0,64.15,968.23,10.32,2433.55,14.129,Medium
Tamil Nadu,Chennai,Medium,3287.76,71.36,48.2,753.42,2.52,2822.37,19.433,High
Karnataka,Hassan,Medium,3069.24,81.44,60.0,1292.9,4.34,2214.96,17.852,High
Telangana,Karimnagar,Small,1230.34,79.16,74.99,1619.06,1.85,2215.2,12.701,Medium
Tamil Nadu,Salem,Medium,3108.12,76.92,87.14,2134.75,2.2,2772.67,19.849,High
Gujarat,Rajkot,Small,1552.8,63.42,47.42,1203.78,6.2,1670.24,6.81,Low
Rajasthan,Makrana,Medium,2188.06,76.52,92.0,1682.45,5.3,1986.89,18.318,High
Andhra Pradesh,Guntur,Medium,2652.88,68.2,60.19,2255.8,7.26,1379.64,11.296,Medium
Rajasthan,Jaipur,Medium,2662.78,72.01,91.77,1986.26,2.83,2409.32,19.726,High
Tamil Nadu,Dharmapuri,Small,2392.01,98.0,30.67,1400.71,13.55,2442.37,10.762,Medium
Rajasthan,Udaipur,Large,5332.44,61.48,59.32,1635.02,8.14,2191.7,16.294,High
Karnataka,Mysuru,Small,1864.79,52.03,23.75,1081.78,6.28,1936.25,7.725,Low
Andhra Pradesh,Kurnool,Medium,1897.45,81.12,54.24,2301.67,6.49,1974.7,8.515,Medium
Karnataka,Hassan,Medium,2844.19,72.54,72.21,1273.6,4.36,2198.44,19.403,High
Rajasthan,Udaipur,Medium,2629.12,59.47,81.35,1789.78,1.89,2542.92,19.778,High
Karnataka,Chitradurga,Small,1838.91,74.61,32.99,1648.98,7.54,1868.32,10.155,Medium
Telangana,Khammam,Medium,2451.65,89.7,64.02,1287.17,5.43,1724.36,13.357,Medium
Tamil Nadu,Dharmapuri,Small,1656.83,51.45,46.83,2393.3,3.48,2270.23,7.646,Low
Tamil Nadu,Madurai,Medium,2936.17,81.78,68.65,890.2,4.93,2237.13,19.042,High
Telangana,Warangal,Medium,2380.77,80.12,59.42,1385.33,,1707.09,13.025,Medium
Tamil Nadu,Dharmapuri,Medium,2804.86,66.42,53.42,1681.51,7.77,2679.47,16.844,High
Karnataka,Bengaluru,Medium,2682.26,81.02,28.81,2030.39,9.12,2006.94,12.694,Medium
Telangana,Nizamabad,Large,4125.63,81.3,67.79,2258.54,3.58,2010.82,10.103,Medium
Tamil Nadu,Madurai,Small,2314.04,77.44,78.33,924.16,7.31,2826.07,16.475,High
Tamil Nadu,Dharmapuri,Large,5651.45,72.34,50.16,1407.43,7.49,2120.44,20.495,High
Rajasthan,Jodhpur,Small,1613.95,89.66,69.59,,7.99,2010.31,11.871,Medium
Tamil Nadu,Krishnagiri,Medium,3345.2,82.83,57.35,2092.54,6.04,2299.02,16.332,High
Gujarat,Surat,Medium,2141.25,85.12,32.02,1375.59,6.33,1581.41,6.991,Low
Rajasthan,Makrana,Medium,2522.57,54.15,57.19,2239.46,3.37,2685.36,10.406,Medium
Karnataka,Hassan,Small,1267.57,86.75,42.13,1734.45,10.43,2545.52,12.761,Medium
Gujarat,Rajkot,Medium,2079.25,73.43,65.42,1834.91,3.87,1912.58,12.292,Medium
Andhra Pradesh,Ongole,Small,1713.58,82.96,60.6,1600.09,4.56,1706.29,11.658,Medium
Rajasthan,Makrana,Small,1193.66,41.21,49.26,1691.96,10.58,1899.99,7.921,Low
Tamil Nadu,Madurai,Small,2337.82,63.32,57.1,1202.35,7.18,2286.69,14.477,Medium
Rajasthan,Jodhpur,Medium,2496.41,82.46,53.56,1543.46,4.42,2348.78,16.48,High
Andhra Pradesh,Kurnool,Small,1650.88,78.9,50.15,1460.01,7.41,2024.4,9.944,Medium
Gujarat,Vadodara,Small,1512.92,62.38,55.01,2322.75,7.7,1764.09,6.237,Low
Karnataka,Mysuru,Small,1935.44,85.57,71.34,2551.27,10.73,1979.32,13.758,Medium
Gujarat,Surat,Small,1826.05,62.28,26.48,1543.06,8.35,1643.19,1.5,Low
Tamil Nadu,Krishnagiri,Large,5387.57,73.43,70.38,912.33,5.62,2023.21,23.254,High
Telangana,Warangal,Large,4233.33,64.99,89.66,1413.32,8.38,1810.7,17.948,High
Rajasthan,Jodhpur,Small,1515.41,71.62,53.82,2816.99,0.5,2153.28,14.833,Medium
Telangana,Nizamabad,Medium,2577.34,89.14,92.0,2718.19,3.63,2391.82,21.146,High
Tamil Nadu,Chennai,Medium,2557.07,84.24,52.29,1665.41,7.18,2556.92,19.512,Low
Andhra Pradesh,Nellore,Medium,2651.09,61.86,57.5,1760.2,8.35,1861.34,7.724,Low
Tamil Nadu,Salem,Medium,3241.29,74.1,52.41,1277.42,1.45,2397.16,19.323,High
Andhra Pradesh,Kadapa,Small,1436.23,52.38,45.27,1204.1,5.16,1873.6,8.752,Medium
Telangana,Hyderabad,Medium,2965.39,89.32,69.58,1184.41,4.96,1768.49,12.516,Medium
Andhra Pradesh,Nellore,Small,1472.27,72.19,49.82,2009.94,2.17,2017.67,10.397,Medium
Telangana,Karimnagar,Small,1527.81,76.12,41.32,2394.32,8.07,1620.43,4.743,Low
Karnataka,Mysuru,Medium,3391.56,76.37,38.14,2412.57,6.26,2163.07,12.042,Medium
Tamil Nadu,Salem,Medium,3170.2,74.04,61.6,1796.95,4.21,2229.11,18.392,High
Karnataka,Bengaluru,Small,1930.7,67.44,55.12,2299.6,5.12,2088.43,9.84,Medium
Telangana,Warangal,Medium,2559.47,77.15,49.16,1491.15,4.64,1457.99,9.441,Medium
Tamil Nadu,Salem,Medium,3199.41,93.81,86.98,1056.84,1.51,2629.45,23.975,High
Telangana,Karimnagar,Large,3749.88,72.6,74.33,1983.62,1.99,2191.33,14.984,Medium
Rajasthan,Jaipur,Medium,3030.73,86.3,48.12,1849.89,5.25,2016.44,14.411,Medium
Rajasthan,Jaipur,Medium,2646.93,83.79,62.41,3001.24,6.51,1508.23,16.26,High
Rajasthan,Makrana,Medium,2619.03,68.5,73.28,1430.28,7.33,2173.73,13.555,Medium
Karnataka,Bengaluru,Small,1870.37,86.32,48.77,2294.88,9.38,2123.11,11.874,Medium
Tamil Nadu,Chennai,Small,1608.77,88.3,51.15,1921.71,9.01,2608.69,14.063,Medium
Tamil Nadu,Chennai,Small,1978.17,47.04,31.86,1093.37,12.09,2282.58,10.283,Medium
Rajasthan,Jodhpur,Medium,2898.24,81.53,80.33,2020.36,3.39,2830.0,21.053,High
Telangana,Nizamabad,Medium,2555.96,83.61,59.17,2197.35,6.73,2029.93,11.768,Medium
Andhra Pradesh,Guntur,Large,4535.36,62.02,64.26,1185.82,6.04,1710.65,18.167,High
Andhra Pradesh,Guntur,Medium,2232.4,58.48,72.57,2090.01,5.29,2474.1,11.084,Medium
Karnataka,Mysuru,Small,1861.3,79.92,52.42,1831.1,5.03,2087.06,16.155,High
Rajasthan,Makrana,Small,1647.46,92.38,86.52,1588.67,5.16,2194.52,20.42,High
Andhra Pradesh,Kurnool,Small,1074.99,60.72,46.48,1045.87,5.58,1571.06,7.704,Low
Tamil Nadu,Chennai,Medium,2896.31,50.81,52.09,1934.4,0.73,2329.04,13.752,Medium
Rajasthan,Kishangarh,Medium,3011.85,66.1,48.04,2502.06,2.56,1670.58,14.934,Medium
Gujarat,Bhavnagar,Large,3835.8,73.6,55.72,2445.48,4.78,1833.72,13.823,Medium
Andhra Pradesh,Nellore,Medium,2650.18,57.55,63.78,1181.84,6.38,2154.43,13.173,Medium
Rajasthan,Makrana,Large,4473.19,73.59,72.37,1912.33,4.63,2280.63,20.612,High
Tamil Nadu,Krishnagiri,Medium,3243.09,77.79,49.51,1352.65,1.11,2513.78,18.355,High
Tamil Nadu,Madurai,Large,5181.96,98.0,66.28,2093.92,2.6,2501.51,26.312,High
Rajasthan,Jodhpur,Medium,2589.48,77.71,54.04,2457.02,4.43,2088.57,12.72,Medium
Andhra Pradesh,Ongole,Medium,2530.34,80.88,75.53,1843.65,11.21,2004.02,11.647,Medium
Tamil Nadu,Chennai,Medium,3215.17,60.25,50.21,1536.87,2.85,2740.8,19.124,High
Andhra Pradesh,Guntur,Medium,2290.37,69.4,60.12,1512.2,5.91,1938.24,16.666,High
Rajasthan,Jaipur,Medium,2831.2,73.46,65.88,2588.06,4.79,1974.03,14.307,Medium
Gujarat,Surat,Small,1216.76,80.73,58.55,1843.05,5.17,1786.32,10.563,Medium
Tamil Nadu,Krishnagiri,Small,2324.09,80.34,56.46,1404.57,7.19,2293.42,15.855,Medium
Karnataka,Hassan,Medium,3156.52,87.7,72.96,1492.84,4.86,2480.68,19.68,High
Andhra Pradesh,Ongole,Medium,2012.27,78.85,56.01,1954.57,6.3,1899.43,11.363,Medium
Tamil Nadu,Krishnagiri,Small,1337.17,68.93,49.71,999.26,7.77,2701.95,15.918,Medium
Karnataka,Chitradurga,Small,1522.77,91.38,46.78,2406.52,3.09,2350.84,13.744,Medium
Karnataka,Ramanagara,Small,1528.23,82.47,42.04,1007.1,9.57,2461.85,11.29,Medium
Telangana,Hyderabad,Medium,2605.95,84.12,59.78,1570.88,,1995.48,16.062,High
Rajasthan,Jodhpur,Small,1528.17,73.15,62.12,1517.13,6.9,2292.26,15.581,Medium
Rajasthan,Jodhpur,Small,1591.91,86.5,40.64,2670.59,9.33,1971.2,10.969,Medium
Andhra Pradesh,Kadapa,Small,1590.36,61.0,61.56,1151.59,10.79,1776.37,4.548,Low
Telangana,Khammam,Small,1081.97,85.38,51.94,1817.87,7.54,1547.58,7.785,Low
Rajasthan,Jaipur,Large,4721.35,93.0,53.32,2508.81,5.98,2149.94,21.763,High
Tamil Nadu,Salem,Small,1604.85,60.97,45.01,1220.97,3.48,2617.63,13.547,Medium
Tamil Nadu,Chennai,Medium,2901.72,66.79,64.42,1009.44,10.25,2267.79,12.992,Medium
Telangana,Nizamabad,Medium,1587.55,61.41,36.97,,7.33,1501.35,6.617,Low
Tamil Nadu,Madurai,Large,5514.02,84.79,92.0,1677.59,3.07,3095.96,27.088,High
Gujarat,Rajkot,Small,1273.45,45.42,48.27,1117.96,10.18,1924.71,1.5,Low
Tamil Nadu,Salem,Small,1389.49,81.4,20.0,972.23,10.59,2295.61,7.741,Low
Andhra Pradesh,Kurnool,Small,804.39,63.07,40.69,1589.39,8.41,1916.46,5.981,Low
Karnataka,Chitradurga,Small,1305.64,62.99,64.83,2603.43,3.37,2646.84,13.82,Medium
Andhra Pradesh,Ongole,Medium,2624.99,56.73,34.4,1977.66,6.5,2051.3,5.793,Low
Telangana,Nizamabad,Small,1185.53,59.06,61.75,2182.28,,1955.51,2.362,Low
Tamil Nadu,Krishnagiri,Small,920.46,92.37,42.97,1931.93,13.26,2544.05,13.811,Medium
Rajasthan,Jodhpur,Large,4984.91,73.45,67.42,2948.48,5.26,2003.42,20.367,High
Gujarat,Rajkot,Medium,2389.69,79.1,80.09,2071.3,2.98,1869.89,11.947,Medium
Telangana,Khammam,Small,1802.37,67.62,55.48,1479.41,9.66,1974.23,6.669,Low
Telangana,Khammam,Small,1511.17,87.78,61.46,1087.55,5.23,1620.33,14.737,Medium
Telangana,Karimnagar,Small,1034.13,85.3,57.16,1790.06,7.95,2048.82,7.739,Low
Andhra Pradesh,Ongole,Large,4743.09,79.77,50.6,1247.82,6.31,1676.33,17.053,High
Karnataka,Hassan,Large,4914.61,87.26,52.28,1538.41,2.67,2470.06,21.267,High
Tamil Nadu,Dharmapuri,Large,5501.62,84.34,42.58,1286.68,0.5,2512.75,21.158,High
Andhra Pradesh,Guntur,Large,4495.25,64.07,69.47,2334.16,6.66,1816.68,13.561,Medium
Karnataka,Mysuru,Medium,2853.21,65.88,54.01,1984.53,,2177.44,11.206,Medium
Tamil Nadu,Madurai,Small,2311.41,79.96,44.96,1578.36,7.59,2312.61,12.867,Medium
Telangana,Nizamabad,Medium,2705.48,91.56,60.44,2109.71,1.31,2068.41,13.571,Medium
Tamil Nadu,Madurai,Medium,2777.03,74.36,78.23,1511.02,8.09,2299.92,17.922,High
Tamil Nadu,Madurai,Large,4972.62,87.15,69.41,1900.35,2.81,2737.13,27.466,High
Karnataka,Ramanagara,Medium,3284.98,92.25,84.22,1776.71,2.46,2685.66,21.708,High
Karnataka,Hassan,Medium,3202.13,70.03,45.82,1872.22,2.36,2575.6,14.709,Medium
Telangana,Karimnagar,Large,4426.03,85.25,72.25,2007.42,5.64,1607.03,14.934,Medium
Rajasthan,Makrana,Small,1354.74,82.38,58.87,2296.02,7.85,2233.36,14.229,Medium
Andhra Pradesh,Nellore,Large,4762.8,98.0,75.92,1885.78,10.72,1912.19,18.784,High
Rajasthan,Jaipur,Small,1722.94,81.21,31.46,2076.36,10.33,2200.83,11.718,Medium
Andhra Pradesh,Guntur,Medium,2413.02,80.2,80.91,1501.57,2.68,2145.65,16.132,High
Karnataka,Mysuru,Small,1268.0,62.91,64.36,1151.31,6.39,2226.83,13.308,Medium
Telangana,Karimnagar,Medium,2566.92,72.24,83.33,1810.37,8.06,2187.42,10.801,Medium
Tamil Nadu,Salem,Medium,3615.31,84.7,75.73,1901.18,5.49,2394.38,20.925,High
Gujarat,Bhavnagar,Small,1603.82,80.02,23.08,920.05,5.53,1195.68,7.788,Low
Rajasthan,Jodhpur,Large,4346.5,71.14,73.34,1680.16,6.78,1547.16,18.52,High
Rajasthan,Jodhpur,Medium,3305.11,93.48,65.82,2816.14,5.76,2142.09,16.217,High
Rajasthan,Udaipur,Medium,2789.65,89.05,56.39,2067.2,4.28,1617.01,12.433,Medium
Tamil Nadu,Madurai,Small,1507.58,69.54,49.53,1789.98,8.42,2017.54,12.232,Medium
Andhra Pradesh,Kadapa,Large,3811.52,85.86,53.42,1531.55,7.57,1802.1,17.955,High
Rajasthan,Jodhpur,Small,1431.67,69.72,52.95,2123.45,5.46,2186.18,10.912,Medium
Tamil Nadu,Chennai,Small,1630.04,64.84,47.6,2218.78,4.05,2258.32,10.587,Medium
Gujarat,Rajkot,Small,955.7,76.43,46.73,2172.9,12.72,1348.76,1.5,Low
Rajasthan,Kishangarh,Medium,3374.56,61.97,50.81,2518.98,4.47,1959.41,12.419,Medium
Karnataka,Mysuru,Large,5349.27,86.12,32.76,2029.34,6.62,1564.85,17.181,High
Rajasthan,Makrana,Small,1626.44,65.45,39.79,1724.73,9.35,2020.09,7.23,Low
Telangana,Hyderabad,Small,763.27,85.12,42.43,1461.97,10.16,2107.12,8.329,Medium
Telangana,Hyderabad,Large,4288.16,80.62,47.32,2221.82,,2004.51,14.895,Medium
Tamil Nadu,Salem,Medium,3135.32,53.13,40.59,1290.32,7.68,2044.84,12.765,Medium
Tamil Nadu,Dharmapuri,Medium,3344.02,69.62,49.28,1516.43,5.62,2091.8,17.759,High
Telangana,Nizamabad,Small,1244.62,76.43,35.79,2361.58,7.53,1372.6,3.268,Low
Karnataka,Chitradurga,Medium,2597.76,52.49,41.46,2275.24,5.4,1820.19,9.409,Medium
Rajasthan,Kishangarh,Small,1344.06,52.12,57.14,2488.34,6.86,1876.61,9.287,Medium
Andhra Pradesh,Ongole,Large,4279.73,76.72,83.94,1250.32,10.42,1883.05,17.151,High
Tamil Nadu,Dharmapuri,Medium,3070.09,89.43,59.11,1118.36,7.49,2521.69,21.476,High
Rajasthan,Kishangarh,Medium,2495.71,74.75,71.34,1792.58,,2387.15,15.294,Medium
Gujarat,Surat,Small,1361.46,70.39,49.63,2110.83,7.94,1425.86,6.488,Low
Tamil Nadu,Dharmapuri,Small,1886.6,62.35,89.66,1305.0,8.54,2273.4,16.957,High
Andhra Pradesh,Kadapa,Small,1870.86,59.85,35.78,735.81,10.71,1927.97,6.509,Low
Karnataka,Mysuru,Small,1023.73,83.1,23.52,2325.32,12.78,2186.06,9.719,Medium
Rajasthan,Udaipur,Small,2036.8,71.78,60.88,1575.89,5.68,2405.11,13.179,Medium
Telangana,Karimnagar,Medium,2013.1,87.86,64.48,2481.53,,1693.08,14.614,Medium
Rajasthan,Makrana,Small,2059.44,94.32,21.08,2381.07,9.68,1622.55,8.923,Medium
Andhra Pradesh,Guntur,Medium,2626.18,69.3,54.5,2256.35,3.3,2234.72,14.188,Medium
Tamil Nadu,Chennai,Small,1938.16,77.42,83.08,2065.89,5.7,2895.95,19.075,High
Andhra Pradesh,Kadapa,Small,1518.93,83.65,65.21,1248.54,11.54,1962.01,10.91,Medium
Rajasthan,Kishangarh,Medium,3638.68,64.78,36.63,2306.1,4.01,2254.06,11.288,Medium
Tamil Nadu,Madurai,Medium,3164.81,63.7,23.38,2227.35,6.4,2089.22,10.117,Medium
Tamil Nadu,Chennai,Medium,3676.58,82.83,85.11,1148.47,9.86,2499.52,21.4,High
Karnataka,Mysuru,Small,1569.33,69.29,46.52,1191.44,4.66,2418.59,15.267,Medium
Andhra Pradesh,Nellore,Medium,3003.86,61.31,68.21,1456.28,3.61,2168.08,13.412,Medium
Karnataka,Bengaluru,Medium,3503.94,61.87,64.05,1879.03,4.8,2390.63,16.345,High
Rajasthan,Makrana,Small,1112.56,58.31,57.41,2485.63,6.3,1890.65,8.63,Medium
Telangana,Hyderabad,Medium,2543.77,64.93,49.06,1616.22,5.11,1653.58,11.048,Medium
Karnataka,Mysuru,Medium,2696.39,58.87,85.74,1453.24,0.54,2231.38,18.226,High
Rajasthan,Makrana,Small,1730.11,73.69,25.3,2090.53,10.26,1888.57,7.001,Low
Rajasthan,Udaipur,Large,5701.79,98.0,73.66,1789.34,7.62,2050.11,21.182,High
Karnataka,Ramanagara,Medium,2768.33,79.53,59.82,2202.37,3.83,2456.97,17.55,High
Andhra Pradesh,Guntur,Small,1438.47,91.71,41.85,2187.49,9.79,1732.45,6.511,Low
Karnataka,Ramanagara,Medium,2478.35,76.09,56.39,1875.92,,2578.76,18.875,High
Rajasthan,Kishangarh,Small,1384.55,56.86,67.92,2363.6,10.76,2228.94,7.656,Low
Gujarat,Ahmedabad,Large,3918.31,84.17,48.22,1843.25,0.5,1835.16,15.093,Medium
Gujarat,Bhavnagar,Medium,2046.99,66.35,56.56,2027.36,3.35,1718.93,5.087,Low
Andhra Pradesh,Guntur,Small,2084.25,64.53,65.92,2043.26,12.37,1960.78,6.508,Low
Telangana,Khammam,Small,1449.86,72.07,46.98,1338.37,8.61,1881.56,6.216,Low
Karnataka,Mysuru,Small,1198.42,78.75,35.28,2453.93,4.98,1732.68,11.463,Medium
Andhra Pradesh,Nellore,Medium,2574.0,73.22,48.79,2081.85,4.38,2064.45,10.299,Medium
Tamil Nadu,Madurai,Medium,3564.7,84.53,89.93,832.33,3.15,2972.67,25.048,High
Tamil Nadu,Chennai,Small,2028.02,72.59,64.88,1302.16,9.99,2499.66,16.905,High
Rajasthan,Jodhpur,Small,1732.83,81.38,61.19,1791.09,13.42,2357.39,12.184,Medium
Rajasthan,Jodhpur,Small,1277.27,72.96,87.42,2809.08,5.74,2142.86,12.758,Medium
Gujarat,Rajkot,Small,1323.78,89.59,43.22,1321.06,12.88,1270.94,7.6,Low
Rajasthan,Makrana,Small,1453.0,58.06,53.64,2508.06,8.03,2168.61,4.317,Low
Tamil Nadu,Madurai,Medium,2383.59,66.02,47.09,1677.37,6.12,1990.77,14.599,Medium
Karnataka,Hassan,Medium,2906.94,73.99,74.12,869.07,4.1,2046.11,20.633,Medium
Rajasthan,Kishangarh,Large,5288.8,84.15,43.78,2170.03,6.91,1797.32,15.428,Medium
Gujarat,Bhavnagar,Large,3424.94,83.78,67.79,495.46,6.8,1746.5,11.753,Medium
Gujarat,Rajkot,Medium,2314.65,68.64,61.64,2156.11,2.54,1827.77,8.484,Medium
Karnataka,Chitradurga,Medium,3071.53,79.53,64.64,1599.93,9.42,2025.21,15.253,Medium
Rajasthan,Makrana,Large,5057.09,70.04,55.83,2179.77,4.74,2513.51,16.798,Medium
Tamil Nadu,Salem,Small,1883.74,81.94,72.89,1988.06,6.14,2721.38,17.828,High
Andhra Pradesh,Kadapa,Small,1421.07,78.54,62.02,1745.22,8.08,1955.94,8.317,Medium
Karnataka,Ramanagara,Small,1379.97,81.3,36.94,1771.4,5.02,2240.59,11.473,Medium
Andhra Pradesh,Nellore,Medium,2228.2,80.43,67.16,2468.46,4.78,1930.24,14.779,Medium
Karnataka,Ramanagara,Medium,3123.53,68.56,55.35,2021.98,7.11,2551.18,14.845,Medium
Tamil Nadu,Salem,Small,1692.15,77.41,56.27,1667.75,5.26,2916.11,12.872,Medium
Karnataka,Chitradurga,Medium,2261.47,98.0,36.61,1768.2,8.08,2197.98,17.695,High
Telangana,Khammam,Medium,2438.8,78.67,50.63,1406.25,4.83,1343.78,10.629,Medium
Karnataka,Bengaluru,Small,1198.95,67.46,62.98,1030.21,11.31,2279.8,12.006,Medium
Tamil Nadu,Krishnagiri,Small,2708.44,65.14,77.88,1772.81,16.16,2542.21,14.182,Medium
Telangana,Nizamabad,Small,805.58,88.57,60.15,1464.66,2.95,2046.18,10.118,Medium
Gujarat,Rajkot,Small,1035.09,73.9,49.83,624.66,6.26,1882.35,5.225,Low
Andhra Pradesh,Guntur,Large,4133.86,98.0,53.84,1283.03,7.54,1751.64,16.371,High
Andhra Pradesh,Guntur,Large,4910.34,89.42,61.49,1599.8,6.78,1889.91,21.189,High
Rajasthan,Makrana,Large,4782.17,64.57,61.94,2543.5,3.65,2329.13,17.295,High
Gujarat,Rajkot,Medium,2701.32,85.45,47.12,2178.53,4.09,1531.96,11.594,Medium
Tamil Nadu,Krishnagiri,Medium,3152.34,48.57,57.35,1607.17,4.77,2536.16,13.709,Medium
Andhra Pradesh,Guntur,Medium,2233.42,63.79,50.34,1571.21,3.65,1809.6,10.343,Medium
Tamil Nadu,Chennai,Medium,2934.78,84.82,68.7,1441.88,5.42,2560.35,23.989,High
Rajasthan,Kishangarh,Medium,2576.79,49.7,57.2,2414.79,3.88,2482.23,11.741,Medium
Tamil Nadu,Krishnagiri,Medium,3168.74,94.93,69.11,1489.36,0.5,2822.07,21.926,High
Tamil Nadu,Madurai,Small,1474.63,86.22,56.72,2195.15,7.44,2383.05,14.456,Medium
Rajasthan,Jodhpur,Medium,3013.41,62.67,67.85,2487.76,7.3,2412.91,10.711,Medium
Karnataka,Mysuru,Small,1740.36,86.93,41.77,1380.27,8.92,1789.8,9.361,Medium
Andhra Pradesh,Ongole,Medium,2310.65,49.89,68.93,1324.03,6.98,2028.2,12.561,Medium
Tamil Nadu,Salem,Medium,2637.55,65.93,65.21,2328.49,5.29,3059.52,17.324,High
Andhra Pradesh,Guntur,Small,1351.72,53.24,20.0,1594.32,8.16,1955.19,3.395,Low
Tamil Nadu,Chennai,Large,5696.13,56.8,72.78,,6.46,2623.43,19.939,High
Karnataka,Hassan,Small,1703.76,66.39,46.77,,6.24,2313.46,9.21,Medium
Tamil Nadu,Chennai,Small,2562.1,81.22,37.27,2225.0,6.66,2307.81,14.498,Medium
Tamil Nadu,Dharmapuri,Small,1578.8,78.03,44.9,1332.21,3.93,2498.85,17.735,High
Tamil Nadu,Madurai,Large,5348.5,79.08,55.16,1879.3,6.41,2522.4,18.279,High
Tamil Nadu,Krishnagiri,Medium,2337.35,75.27,41.15,2369.22,6.01,2396.58,14.789,Medium
Gujarat,Bhavnagar,Medium,1928.55,55.71,39.0,1853.88,2.76,2025.15,3.631,Low
Gujarat,Bhavnagar,Large,3592.26,68.53,91.98,1168.92,5.85,1915.67,15.439,Medium
Tamil Nadu,Dharmapuri,Small,1587.74,40.7,33.1,1749.45,2.73,2444.75,12.865,Medium
Andhra Pradesh,Guntur,Small,1126.75,84.68,43.63,1978.31,9.56,2087.51,10.031,Medium
Karnataka,Hassan,Small,4181.137120045472,75.73,62.44,1423.54,9.92,2098.63,12.92,Medium
Gujarat,Surat,Medium,2264.67,69.79,71.02,1513.5,7.19,1804.51,7.306,Low
Tamil Nadu,Chennai,Medium,2695.59,81.68,44.13,2167.86,3.09,2710.88,18.753,High
Andhra Pradesh,Guntur,Small,1269.75,88.8,55.19,2340.69,6.78,1701.64,10.361,Medium
Telangana,Nizamabad,Small,1432.55,73.96,62.43,1568.17,7.07,1839.98,8.378,Medium
Tamil Nadu,Krishnagiri,Small,1959.72,77.62,57.14,1344.25,5.3,1991.51,13.076,Medium
Tamil Nadu,Krishnagiri,Medium,3312.34,98.0,64.12,2212.46,9.98,2339.58,16.475,High
Tamil Nadu,Salem,Small,1694.38,65.76,31.14,1543.02,12.61,2059.17,6.497,Low
Andhra Pradesh,Ongole,Small,1832.87,84.35,40.23,,9.4,1668.71,9.23,Medium
Rajasthan,Udaipur,Small,1669.06,73.11,51.12,1828.88,11.7,2387.22,9.635,Medium
Rajasthan,Udaipur,Medium,3331.2,47.75,57.32,2719.85,3.22,1861.26,11.491,High
Andhra Pradesh,Ongole,Medium,2024.75,81.25,62.98,1953.25,5.4,2115.36,15.625,Medium
Andhra Pradesh,Kadapa,Medium,2760.8,69.95,42.17,1726.8,5.31,1708.27,7.874,Low
Telangana,Hyderabad,Medium,2354.76,62.73,77.17,1639.31,9.66,2005.06,7.062,Low
Andhra Pradesh,Ongole,Medium,2411.5,72.56,33.51,1397.55,8.92,1570.7,9.777,Medium
Gujarat,Vadodara,Large,3891.78,72.14,71.5,2124.33,6.88,1983.12,11.541,Medium
Andhra Pradesh,Kurnool,Small,1149.03,98.0,36.8,1285.66,10.88,1663.93,7.876,Low
Telangana,Hyderabad,Medium,2649.45,87.09,60.42,1445.44,3.24,1716.22,13.563,Medium
Karnataka,Hassan,Medium,2636.59,59.03,41.34,1547.43,5.32,2070.37,11.771,Medium
Andhra Pradesh,Kadapa,Small,1356.74,65.01,43.77,1193.34,7.12,1757.12,3.661,Low
Andhra Pradesh,Nellore,Medium,3241.95,84.28,63.3,1962.43,7.57,1779.79,13.346,Medium
Telangana,Warangal,Small,1653.03,89.16,62.79,2737.51,7.87,1829.71,12.505,Medium
Karnataka,Chitradurga,Small,1842.82,69.9,53.66,1294.32,6.54,1977.71,11.611,Medium
Rajasthan,Makrana,Small,1227.93,68.64,36.76,2564.24,7.9,1871.22,7.568,Low
Tamil Nadu,Krishnagiri,Small,1065.28,72.52,67.05,999.23,7.06,2614.85,16.96,High
Tamil Nadu,Dharmapuri,Medium,3075.88,76.42,52.2,2229.71,2.59,2693.69,19.927,High
Rajasthan,Kishangarh,Medium,3099.44,83.79,52.35,2021.55,9.09,2070.72,16.375,High
Tamil Nadu,Dharmapuri,Medium,2969.03,81.05,53.37,2133.05,5.85,2334.58,15.806,Medium
Tamil Nadu,Salem,Medium,3191.31,66.28,61.41,1173.13,6.54,2723.45,18.37,High
Karnataka,Hassan,Small,1396.55,69.64,51.01,2258.42,5.75,2419.77,14.387,Medium
Tamil Nadu,Salem,Medium,2357.9,51.47,70.48,990.33,4.23,2482.72,15.817,Medium
Rajasthan,Kishangarh,Large,4802.19,78.11,57.26,1512.51,,1592.27,20.925,High
Tamil Nadu,Krishnagiri,Small,1784.02,56.07,48.71,1576.27,3.0,2684.2,12.088,Medium
Gujarat,Bhavnagar,Medium,2439.69,67.98,48.49,836.73,5.22,1596.29,9.542,Medium
Tamil Nadu,Krishnagiri,Medium,3783.91,89.53,38.14,2081.09,7.38,2177.08,20.037,High
Rajasthan,Udaipur,Medium,2577.26,78.31,61.54,2492.39,5.1,2043.26,12.887,Medium
Gujarat,Rajkot,Small,1171.83,72.83,62.12,1671.57,0.5,2201.82,6.336,Low
Rajasthan,Jodhpur,Small,2264.87,72.46,50.38,1523.9,9.25,2151.1,12.08,Medium
Tamil Nadu,Dharmapuri,Medium,2520.34,90.58,91.88,1580.34,4.26,2676.84,24.749,High
